,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,City,Population
3909,FDO01,21.1,Regular,0.020718655,Breakfast,130.4994,46,1997,Small,Tier 1,Supermarket Type1,2184.4898,London,383822
3910,NCX05,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.096592065,Health and Hygiene,117.4492,27,1985,Medium,Tier 1,Supermarket Type3,1621.8888,Toronto,2731571
3911,FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.6724,49,1999,Medium,Tier 1,Supermarket Type1,5033.448,Hamilton,747545
3912,FDD11,12.85,Low Fat,0.030789913999999998,Starchy Foods,254.90400000000002,17,2007,Small,Tier 2,Supermarket Type1,3036.048,Windsor,329144
3913,FDA32,14.0,Low Fat,0.030216782999999997,Fruits and Vegetables,216.6192,18,2009,Medium,Tier 3,Supermarket Type2,3020.0688,Missisauga,713443
3914,FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,35,2004,Small,Tier 2,Supermarket Type1,1545.9876,Ottawa,1323783
3915,FDX22,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.04022593,Snack Foods,210.9928,19,1985,Small,Tier 2,Grocery Store,210.3928,Barrie,197059
3916,FDQ47,7.155,Regular,0.16852746300000002,Breads,33.6874,45,2002,Small,Tier 1,Supermarket Type1,1023.3346,Kingston,123798
3917,FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,35,2004,Small,Tier 2,Supermarket Type1,4613.994000000001,Ottawa,1323783
3918,NCQ43,17.75,Low Fat,0.0,Others,108.6912,18,2009,Medium,Tier 3,Supermarket Type2,1201.1032,Missisauga,713443
3919,FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.2514,13,1987,High,Tier 2,Supermarket Type1,1505.3738,Brampton,593638
3920,FDE35,7.06,Regular,0.043968652000000004,Starchy Foods,57.6904,49,1999,Medium,Tier 1,Supermarket Type1,585.904,Hamilton,747545
3921,FDC04,15.6,Low Fat,0.045076878,Dairy,241.3854,45,2002,Small,Tier 1,Supermarket Type1,2900.2248,Kingston,123798
3922,NCW53,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.030347403999999998,Health and Hygiene,192.5162,27,1985,Medium,Tier 1,Supermarket Type3,3078.6592,Toronto,2731571
3923,NCG07,12.3,Low Fat,0.052492122,Household,191.053,35,2004,Small,Tier 2,Supermarket Type1,3415.554,Ottawa,1323783
3924,FDQ03,15.0,Regular,0.077999504,Meat,238.0248,35,2004,Small,Tier 2,Supermarket Type1,1896.1984,Ottawa,1323783
3925,FDV46,18.2,Low Fat,0.012597384,Snack Foods,141.218,13,1987,High,Tier 2,Supermarket Type1,2936.178,Brampton,593638
3926,NCM26,20.5,LF,0.023179181,Others,154.034,49,1999,Medium,Tier 1,Supermarket Type1,2450.144,Hamilton,747545
3927,DRA59,8.27,Regular,0.128126825,Soft Drinks,183.6924,49,1999,Medium,Tier 1,Supermarket Type1,1295.6468,Hamilton,747545
3928,FDW13,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.097410707,Canned,52.7324,27,1985,Medium,Tier 1,Supermarket Type3,2492.7552,Toronto,2731571
3929,DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,46,1997,Small,Tier 1,Supermarket Type1,2603.278,London,383822
3930,FDT12,6.215,Regular,0.049902382,Baking Goods,225.8062,17,2007,Small,Tier 2,Supermarket Type1,3159.8868,Windsor,329144
3931,FDD40,20.25,Regular,0.014823358,Dairy,190.7162,45,2002,Small,Tier 1,Supermarket Type1,1154.4972,Kingston,123798
3932,FDN25,7.895,Regular,0.061424738,Breakfast,57.7588,18,2009,Medium,Tier 3,Supermarket Type2,1145.1760000000002,Missisauga,713443
3933,FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,13,1987,High,Tier 2,Supermarket Type1,2278.3676,Brampton,593638
3934,NCL29,9.695,Low Fat,0.113939434,Health and Hygiene,160.2604,46,1997,Small,Tier 1,Supermarket Type1,1901.5248,London,383822
3935,NCO30,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.027532257999999997,Household,185.0608,19,1985,Small,Tier 2,Grocery Store,551.2824,Barrie,197059
3936,FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,45,2002,Small,Tier 1,Supermarket Type1,1133.8574,Kingston,123798
3937,FDF16,7.3,Low Fat,0.086307051,Frozen Foods,146.8076,45,2002,Small,Tier 1,Supermarket Type1,1330.2684,Kingston,123798
3938,FDL02,20.0,Regular,0.10408337599999999,Canned,107.4622,46,1997,Small,Tier 1,Supermarket Type1,3705.177,London,383822
3939,FDO13,7.865,Low Fat,0.061154604,Breakfast,165.3526,49,1999,Medium,Tier 1,Supermarket Type1,1151.1682,Hamilton,747545
3940,DRG27,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.184035253,Dairy,42.2138,19,1985,Small,Tier 2,Grocery Store,40.6138,Barrie,197059
3941,FDX31,20.35,Regular,0.024815023999999998,Fruits and Vegetables,234.0958,10,1998,Small,Tier 3,Grocery Store,467.3916,Waterloo,104986
3942,FDX11,16.0,Regular,0.10691805199999999,Baking Goods,183.5634,49,1999,Medium,Tier 1,Supermarket Type1,4725.8484,Hamilton,747545
3943,NCW41,18.0,Low Fat,0.0,Health and Hygiene,158.0604,49,1999,Medium,Tier 1,Supermarket Type1,3327.6684,Hamilton,747545
3944,FDI52,18.7,Low Fat,0.10510455199999999,Frozen Foods,121.7072,18,2009,Medium,Tier 3,Supermarket Type2,1347.5792,Missisauga,713443
3945,FDN08,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.08793675199999999,Fruits and Vegetables,115.9466,27,1985,Medium,Tier 1,Supermarket Type3,4124.630999999999,Toronto,2731571
3946,DRD15,10.6,Low Fat,0.056795923,Dairy,232.8642,46,1997,Small,Tier 1,Supermarket Type1,3485.4629999999997,London,383822
3947,DRF01,5.655,LF,0.176070535,Soft Drinks,144.0102,17,2007,Small,Tier 2,Supermarket Type1,1749.7224,Windsor,329144
3948,DRH15,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.19244045,Dairy,43.9428,19,1985,Small,Tier 2,Grocery Store,131.8284,Barrie,197059
3949,FDX59,10.195,Low Fat,0.051871718,Breads,35.3558,18,2009,Medium,Tier 3,Supermarket Type2,237.6906,Missisauga,713443
3950,FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,10,1998,Small,Tier 3,Grocery Store,693.0978,Waterloo,104986
3951,FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,10,1998,Small,Tier 3,Grocery Store,225.7062,Waterloo,104986
3952,FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,46,1997,Small,Tier 1,Supermarket Type1,1895.5326,London,383822
3953,NCH54,13.5,Low Fat,0.072655379,Household,157.792,35,2004,Small,Tier 2,Supermarket Type1,3994.8,Ottawa,1323783
3954,NCW06,16.2,Low Fat,0.050442528,Household,190.8162,45,2002,Small,Tier 1,Supermarket Type1,2693.8268,Kingston,123798
3955,NCC18,19.1,Low Fat,0.177992139,Household,173.1422,18,2009,Medium,Tier 3,Supermarket Type2,2931.5174,Missisauga,713443
3956,DRJ23,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.0,Hard Drinks,188.1872,27,1985,Medium,Tier 1,Supermarket Type3,3214.4824,Toronto,2731571
3957,FDO16,5.48,Low Fat,0.015131684,Frozen Foods,83.025,49,1999,Medium,Tier 1,Supermarket Type1,1414.825,Hamilton,747545
3958,FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,49,1999,Medium,Tier 1,Supermarket Type1,2085.9514,Hamilton,747545
3959,NCZ53,9.6,Low Fat,0.024456797000000002,Health and Hygiene,186.6214,13,1987,High,Tier 2,Supermarket Type1,3203.1638,Brampton,593638
3960,DRJ01,6.135,Low Fat,0.192540665,Soft Drinks,160.2236,10,1998,Small,Tier 3,Grocery Store,322.2472,Waterloo,104986
3961,DRE48,8.43,Low Fat,0.01732573,Soft Drinks,197.9768,46,1997,Small,Tier 1,Supermarket Type1,1182.4608,London,383822
3962,DRA59,8.27,Regular,0.127821472,Soft Drinks,185.9924,13,1987,High,Tier 2,Supermarket Type1,555.2772,Brampton,593638
3963,FDS27,10.195,Regular,0.012477512,Meat,197.111,49,1999,Medium,Tier 1,Supermarket Type1,785.6439999999999,Hamilton,747545
3964,NCW29,14.0,Low Fat,0.028980533,Health and Hygiene,129.531,18,2009,Medium,Tier 3,Supermarket Type2,2077.2960000000003,Missisauga,713443
3965,DRN35,8.01,Low Fat,0.070356805,Hard Drinks,36.8532,49,1999,Medium,Tier 1,Supermarket Type1,755.0172,Hamilton,747545
3966,FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,46,1997,Small,Tier 1,Supermarket Type1,747.0276,London,383822
3967,FDV59,13.35,Low Fat,0.048017962000000004,Breads,219.6166,35,2004,Small,Tier 2,Supermarket Type1,3483.4656,Ottawa,1323783
3968,FDD26,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.071806046,Canned,186.5924,27,1985,Medium,Tier 1,Supermarket Type3,5182.5872,Toronto,2731571
3969,FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,46,1997,Small,Tier 1,Supermarket Type1,1886.8772,London,383822
3970,FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,13,1987,High,Tier 2,Supermarket Type1,1211.756,Brampton,593638
3971,FDM51,11.8,Regular,0.0,Meat,102.4674,10,1998,Small,Tier 3,Grocery Store,203.7348,Waterloo,104986
3972,DRG48,5.78,Low Fat,0.014577695,Soft Drinks,147.2102,49,1999,Medium,Tier 1,Supermarket Type1,1895.5326,Hamilton,747545
3973,FDP49,9.0,Regular,0.0,Breakfast,55.2614,18,2009,Medium,Tier 3,Supermarket Type2,552.614,Missisauga,713443
3974,FDB03,17.75,Regular,0.156831826,Dairy,241.0538,46,1997,Small,Tier 1,Supermarket Type1,1201.769,London,383822
3975,FDL10,8.395,Low Fat,0.0,Snack Foods,98.7042,13,1987,High,Tier 2,Supermarket Type1,892.8378,Brampton,593638
3976,FDJ32,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.057512481,Fruits and Vegetables,62.5536,27,1985,Medium,Tier 1,Supermarket Type3,1592.5936,Toronto,2731571
3977,FDD11,12.85,LF,0.0,Starchy Foods,253.00400000000002,18,2009,Medium,Tier 3,Supermarket Type2,3795.06,Missisauga,713443
3978,FDW13,8.5,Low Fat,0.09803690300000001,Canned,51.5324,49,1999,Medium,Tier 1,Supermarket Type1,882.8508,Hamilton,747545
3979,FDA32,14.0,LF,0.0,Fruits and Vegetables,216.9192,17,2007,Small,Tier 2,Supermarket Type1,6471.576,Windsor,329144
3980,DRQ35,9.3,low fat,0.042377219,Hard Drinks,123.7388,45,2002,Small,Tier 1,Supermarket Type1,1609.9044,Kingston,123798
3981,DRI37,15.85,Low Fat,0.10759787900000001,Soft Drinks,58.7904,46,1997,Small,Tier 1,Supermarket Type1,585.904,London,383822
3982,FDU38,10.8,Low Fat,0.082549896,Dairy,193.7504,46,1997,Small,Tier 1,Supermarket Type1,4602.0096,London,383822
3983,FDJ07,7.26,Low Fat,0.02414202,Meat,117.415,10,1998,Small,Tier 3,Grocery Store,466.06,Waterloo,104986
3984,FDT38,18.7,Low Fat,0.057771828,Dairy,85.3566,18,2009,Medium,Tier 3,Supermarket Type2,591.8962,Missisauga,713443
3985,FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,18,2009,Medium,Tier 3,Supermarket Type2,4500.808,Missisauga,713443
3986,NCN18,8.895,Low Fat,0.12461088599999999,Household,113.1544,13,1987,High,Tier 2,Supermarket Type1,4250.4672,Brampton,593638
3987,FDQ13,11.1,Low Fat,0.010663188999999998,Canned,82.3908,45,2002,Small,Tier 1,Supermarket Type1,1342.2528,Kingston,123798
3988,DRP35,18.85,Low Fat,0.091237452,Hard Drinks,128.9336,18,2009,Medium,Tier 3,Supermarket Type2,1278.336,Missisauga,713443
3989,DRK47,7.905,Low Fat,0.064325351,Hard Drinks,230.2694,18,2009,Medium,Tier 3,Supermarket Type2,3197.1716,Missisauga,713443
3990,DRI47,14.7,Low Fat,0.020920179,Hard Drinks,143.8128,46,1997,Small,Tier 1,Supermarket Type1,3020.0688,London,383822
3991,FDK20,12.6,Regular,0.041641933,Fruits and Vegetables,121.1072,45,2002,Small,Tier 1,Supermarket Type1,980.0576,Kingston,123798
3992,FDC34,16.0,Regular,0.173462841,Snack Foods,157.6972,18,2009,Medium,Tier 3,Supermarket Type2,2960.1468,Missisauga,713443
3993,FDI15,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Low Fat,0.24749009,Dairy,263.1884,19,1985,Small,Tier 2,Grocery Store,529.9768,Barrie,197059
3994,FDG05,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.08742173800000001,Frozen Foods,154.463,27,1985,Medium,Tier 1,Supermarket Type3,2972.797,Toronto,2731571
3995,FDK34,13.35,Low Fat,0.038744606,Snack Foods,239.3564,17,2007,Small,Tier 2,Supermarket Type1,3098.6332,Windsor,329144
3996,FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,10,1998,Small,Tier 3,Grocery Store,110.5228,Waterloo,104986
3997,FDP56,8.185,Low Fat,0.046673494,Fruits and Vegetables,48.4692,18,2009,Medium,Tier 3,Supermarket Type2,591.2304,Missisauga,713443
3998,NCX54,9.195,Low Fat,0.048134591,Household,107.7622,49,1999,Medium,Tier 1,Supermarket Type1,529.311,Hamilton,747545
3999,FDI20,19.1,Low Fat,0.038720852,Fruits and Vegetables,210.8586,18,2009,Medium,Tier 3,Supermarket Type2,6331.758000000001,Missisauga,713443
4000,FDH33,12.85,Low Fat,0.12241394,Snack Foods,42.9428,17,2007,Small,Tier 2,Supermarket Type1,703.0848,Windsor,329144
4001,NCO29,11.15,Low Fat,0.032321607999999995,Health and Hygiene,165.6526,45,2002,Small,Tier 1,Supermarket Type1,1315.6208,Kingston,123798
4002,FDK22,9.8,Low Fat,0.026139403999999998,Snack Foods,216.785,45,2002,Small,Tier 1,Supermarket Type1,1947.465,Kingston,123798
4003,DRO47,10.195,Low Fat,0.0,Hard Drinks,114.086,46,1997,Small,Tier 1,Supermarket Type1,1810.976,London,383822
4004,FDT19,"Item_Type    Baking Goods     Breads  Breakfast     Canned      Dairy  \
Item_Weight     12.277108  11.346936  12.768202  12.305705  13.426069   

Item_Type    Frozen Foods  Fruits and Vegetables  Hard Drinks  \
Item_Weight     12.867061              13.224769    11.400328   

Item_Type    Health and Hygiene  Household       Meat     Others    Seafood  \
Item_Weight           13.142314  13.384736  12.817344  13.853285  12.552843   

Item_Type    Snack Foods  Soft Drinks  Starchy Foods  
Item_Weight     12.98788     11.84746      13.690731  ",Regular,0.144338493,Fruits and Vegetables,172.108,27,1985,Medium,Tier 1,Supermarket Type3,4327.7,Toronto,2731571
